5510,Turnip Gratin,"['Makes 6 servings', '2 tablespoons unsalted butter', '2 1/2 pounds medium turnips, trimmed and left unpeeled', '1 tablespoon chopped thyme', '1/2 tablespoon chopped savory', '1 1/2 teaspoons kosher salt', 'Rounded 1/8 teaspoon cayenne', '1 cup heavy cream', '1 cup grated Parmigiano-Reggiano (use a Microplane)', 'Equipment: an adjustable-blade slicer']","['Step 1', 'Preheat oven to 450°F with rack in middle.', 'Step 2', 'Melt butter in an ovenproof 12-inch heavy skillet, then cool.', 'Step 3', 'Slice turnips paper-thin with slicer, then arrange one third of slices, overlapping tightly, in skillet, keeping remaining slices covered with dampened paper towels. Sprinkle with about a third of thyme, savory, kosher salt, and cayenne. Make 2 more layers.', 'Step 4', 'Cook, covered, over medium heat until underside is browned, about 10 minutes. Add cream and cook, covered, until center is tender, 20 to 25 minutes.', 'Step 5', 'Sprinkle evenly with cheese, then bake, uncovered, until golden and bubbling, 10 to 15 minutes. Let stand 5 minutes before serving.']"
5511,"Pumpkin-Turkey ""Ghoulash"" with Caraway Noodles","['Makes 8 servings', '2 large turkey thighs (1 3/4 pounds each), skin removed, meat cut into 1-inch pieces', '1/2 cup Hungarian sweet paprika or Hungarian hot paprika (or a mixture of both)', '2 teaspoons coarse kosher salt', '1 teaspoon freshly ground black pepper', '3 tablespoons olive oil', '2 large onions, chopped (about 3 cups)', '2 large russet potatoes (about 1 1/2 pounds total), peeled, cut into 1-inch pieces', '4 cups low-salt chicken broth', '1 14 1/2-ounce can pure pumpkin', '4 garlic cloves, chopped', '1 bay leaf', '1 large fresh thyme sprig plus 3 tablespoons chopped fresh thyme, divided', '', '1 1/2 pounds egg noodles', '5 tablespoons butter', '1 tablespoon caraway seeds', 'Sour cream']","['Step 1', 'Place turkey, paprika, 2 teaspoons salt, and 1 teaspoon pepper in large resealable plastic bag. Seal bag; shake. Heat oil in large pot over medium-high heat. Remove turkey from spice mixture (reserve spice mixture in bag). Add turkey to pot; cook 5 minutes. Place onions and potatoes in bag with spice mixture. Seal bag; shake to coat. Add vegetables to pot; cook 5 minutes, turning occasionally. Add broth, pumpkin, garlic, bay leaf, and thyme sprig; bring to boil. Reduce heat; cover and simmer until potatoes begin to fall apart, about 1 hour.', 'Step 2', 'Discard thyme sprig. Stir in 1 tablespoon chopped thyme. Season stew with salt and pepper. DO AHEAD: Can be made 2 days ahead. Chill uncovered until cold, then cover and chill. Rewarm stew over medium heat before serving.', 'Step 3', 'Cook noodles in large pot of boiling salted water until tender but still firm to bite, stirring occasionally. Drain noodles; return to pot. Add butter and caraway seeds to noodles. Toss until butter melts. Divide noodles among bowls; top with stew. Sprinkle with remaining 2 tablespoons chopped thyme. Serve, passing sour cream alongside.']"
5512,Chai-Spiced Cheesecake with Ginger Crust,"['Makes 12 servings', 'Crust', 'Nonstick vegetable oil spray', '1 1/2 cups all purpose flour', '1 teaspoon ground ginger', '1/4 teaspoon salt', '3/4 cup (1 1/2 sticks) unsalted butter, room temperature', '1/4 cup sugar', '1 large egg yolk', '1/4 cup minced crystallized ginger', 'Filling', '4 (8-ounce) packages cream cheese, room temperature', '1 1/4 cups sugar', '1 (8-ounce) container mascarpone cheese (Italian cream cheese)', '5 large eggs', '2 large egg yolks', '2 1/2 teaspoons ground ginger', '2 1/2 teaspoons ground cardamom', '1/2 teaspoon vanilla extract', '1/4 teaspoon ground allspice', '1/4 teaspoon salt', '1/8 teaspoon ground black pepper', 'Topping', '1 1/3 cups sour cream', '3 tablespoons sugar', '2 teaspoons vanilla extract']","['For crust:', 'Step 1', 'Spray 9-inch-diameter springform pan with 3-inch-high sides with nonstick spray. Sift flour, ginger, and salt into medium bowl. Using electric mixer, beat butter and sugar in another medium bowl until blended. Beat in egg yolk, then flour mixture. Stir in crystallized ginger. Gather dough into ball; flatten into disk. Roll out on floured surface to 9-inch round. Transfer to prepared pan. Press onto bottom and 1 inch up sides of pan; pierce all over with fork. Freeze 30 minutes.', 'Step 2', 'Position rack in center of oven and preheat to 350°F. Line crust with foil; fill with dried beans or pie weights. Bake until set, about 30 minutes. Remove foil and beans. Bake crust until golden brown and cooked through, about 20 minutes. Cool crust completely on rack.', 'For filling:', 'Step 3', 'Preheat oven to 350°F. Using electric mixer, beat cream cheese and sugar in large bowl until smooth, about 3 minutes. Add mascarpone; beat until smooth. Beat in whole eggs, 1 at a time, then beat in yolks. Add next 6 ingredients; beat until blended. Transfer filling to cooled crust in pan; smooth top. Bake cake 1 hour. Reduce oven temperature to 200°F. Continue baking until cake is set around edges but center moves slightly when pan is gently shaken (top of cake may crack), about 30 minutes longer. Remove cake from oven. Increase oven temperature to 350°F.', 'For topping:', 'Step 4', 'Whisk all ingredients in small bowl; spread evenly over top of cake. Bake until set, about 10 minutes. Run small knife around cake sides. Chill uncovered overnight. DO AHEAD Can be made 2 days ahead. Chill until cold, then cover and keep chilled. Remove pan sides. Transfer cake to platter. Cut into wedges and serve.']"
5513,"Swiss Chard with Beets, Goat Cheese, and Raisins","['Makes 12 servings', '1 1/2 pounds red beets (about 3 large)', '4 pounds Swiss chard', '1/4 cup olive oil', '1 large red onion, halved lengthwise, cut thinly crosswise', '3/4 cup sliced green onions (about 3)', '5 garlic cloves, chopped', '2 jalapeño chiles, thinly sliced crosswise with seeds', '3 14 1/2-ounce cans diced tomatoes in juice, drained', '1 cup plus 2 tablespoons golden raisins', '1/4 cup fresh lime juice', '1 51/2-ounce log soft fresh goat cheese, crumbled', '2 tablespoons pine nuts']","['Step 1', 'Preheat oven to 400°F. Wrap beets individually in foil. Roast until beets are tender, about 1 hour. Cool. Peel beets, then cut into 1/2-inch cubes. (Can be prepared 2 days ahead. Cover; chill.)', 'Step 2', 'Fold Swiss chard leaves in half lengthwise and cut stalks away from leaves. Cut leaves coarsely into 1-inch pieces. Slice stalks thinly crosswise. Reserve stalks and leaves separately. Cook chopped leaves in large pot of boiling salted water until just tender, about 1 minute. Drain and reserve.', 'Step 3', 'Heat oil in heavy large pot over high heat. Add sliced stalks; sauté until starting to soften, about 8 minutes.', 'Step 4', 'Add onion and next 3 ingredients; sauté 3 minutes. Add drained tomatoes and 1 cup raisins. Reduce heat to medium and simmer until vegetables are soft, stirring occasionally, about 15 minutes.', 'Step 5', 'Add chard leaves to pot; stir to heat through. Remove from heat; add lime juice and stir to blend. Season to taste with salt and pepper. Transfer chard mixture to large platter. Sprinkle with beets, goat cheese, pine nuts, and remaining 2 tablespoons raisins. Serve warm or at room temperature.']"
5514,"Linguine with Tuna, Capers, and Raisins",[],[]
5515,Enchiladas Suizas,[],[]
5516,"Moroccan-Spiced Lamb Burgers with Beet, Red Onion, and Orange Salsa","['Makes 4', 'Salsa', '2 tablespoons olive oil', '2 tablespoons fresh lemon juice', '1 tablespoon honey', '2 beets, boiled, peeled, cut into 1/3-inch cubes', '1 large orange, peel and pith cut away, flesh cut into 1/3-inch cubes', '1 cup chopped red onion', '1/4 cup chopped pitted green Greek olives', 'Burgers', '1 large shallot, minced', '2 tablespoons chopped fresh cilantro', '1 jalapeño chile, seeded, minced', '1 garlic clove, minced', '1 1/4 teaspoons salt', '3/4 teaspoon ground black pepper', '1/2 teaspoon paprika', '1/2 teaspoon ground cumin', '1 3/4 pounds ground lamb', 'Nonstick vegetable oil spray', '4 large cracked-wheat hamburger buns, split horizontally', '1 1/3 cups thinly sliced Bibb lettuce', 'Mayonnaise']","['For salsa:', 'Step 1', 'Whisk first 3 ingredients in medium bowl to blend. Mix in next 4 ingredients. Season salsa to taste with salt and pepper.', 'Step 2', 'Do ahead: Can be made 8 hours ahead. Cover and chill.', 'For burgers:', 'Step 3', 'Stir shallot, cilantro, jalapeño, garlic, salt, black pepper, paprika, and cumin in large bowl to blend. Add lamb and mix gently to combine. Shape mixture into four 1/2-inch-thick patties. Arrange on small baking sheet.', 'Step 4', 'Do ahead: Can be made 8 hours ahead. Cover and chill.', 'Step 5', 'Spray grill rack with nonstick spray and prepare barbecue (medium-high heat). Grill buns, cut side down, until golden, about 2 minutes; transfer to work surface. Place lettuce and large spoonful of salsa on each bun bottom. Grill burgers until slightly charred and cooked to desired doneness, about 4 minutes per side for medium-rare. Place 1 burger on each bun. Top each with mayonnaise and bun top. Serve with remaining salsa.']"
5517,Polenta Pie with Cheese and Tomato Sauce,"['Makes 4 to 6 servings', '1 tablespoon extra-virgin olive oil', '1 (16- to 18-oz) ready-made plain polenta roll (plastic-wrapped)', '2 tablespoons chopped fresh basil', '1 (25- to 26-oz) jar chunky tomato sauce (preferably Lucini brand Sicilian eggplant and olive)*', '1/4 pound mozzarella, coarsely shredded (1 cup)', '2 tablespoons finely grated Parmigiano-Reggiano']","['Step 1', 'Put oven rack in middle position and preheat oven to 450°F. Oil a 9-inch pie plate or a 4-cup gratin dish with 1 teaspoon oil. 3Cut polenta roll crosswise into 1/4-inch-thick slices and line pie plate with half of slices, overlapping slices slightly to completely cover bottom of pie plate. Stir 1 tablespoon basil into 1 1/2 cups pasta sauce and spread over polenta, then sprinkle with half of mozzarella. Top with remaining half of polenta slices, then sprinkle with Parmigiano-Reggiano and remaining half of mozzarella.', 'Step 2', 'Bake until bubbling and golden, about 20 minutes. While pie bakes, heat remaining pasta sauce, basil, and oil in a small saucepan, stirring occasionally, until heated through. Let pie stand 5 minutes to firm up and cool, then serve with extra sauce on the side.', 'Step 3', '*Found at many supermarkets and lucini.com.']"
5518,Spicy Asian Chicken Soup,"['Makes 4 servings', '1 can (48 oz) nonfat chicken broth', '1/4 cup soy sauce', '1 tbsp brown sugar', '1/4 tsp Asian chili sauce (or 1/4 tsp red pepper flakes)', '2 tbsp fresh lime juice', '1-inch piece fresh ginger, peeled and cut in 8 slices', '3/4 lb boneless chicken breasts, cut in thin 3-inch-long strips', '3 tbsp cornstarch', '1 cup sliced shiitake mushrooms (or white button mushrooms)', '1 cup snap peas (or snow peas)', '1 red bell pepper, cored, seeded and julienned', '1 tsp lime zest', '2 tbsp chopped fresh cilantro']","['Combine broth, soy sauce, sugar, chili sauce, lime juice, and ginger and boil 5 minutes. Meanwhile, toss chicken with cornstarch until completely coated. Add chicken and shiitakes to broth and simmer 15 minutes. Remove the pan from the heat and stir in snap peas, red pepper, zest, and cilantro. Let soup stand 2 to 3 minutes before serving.']"
5519,Roasted Baby Potatoes with Capers and Rosemary,"['Makes 8 servings', '3 pounds assorted baby potatoes (such as red-skinned, White Rose, and baby purple), halved', '1/4 cup extra-virgin olive oil', '3 sprigs fresh rosemary, each broken into 4 pieces plus more for garnish', '3 large garlic cloves, halved', '1 1/2 teaspoons coarse kosher salt', '3 tablespoons drained capers']","['Preheat oven to 400°F. Arrange potatoes in single layer on large rimmed baking sheet. Drizzle with oil; sprinkle with rosemary pieces, garlic, and salt; toss to coat. Roast until potatoes are tender, stirring every 15 minutes, about 45 minutes total. Mix in capers. Roast until flavors blend, about 5 minutes longer. Season with pepper. Transfer to bowl. Garnish with rosemary sprigs.']"
5520,Broccoli with Toasted Garlic Crumbs,"['Makes 6 servings', '1 1/2 lb broccoli, trimmed and cut into 2- to 3-inch-wide florets (5 inches long)', '4 garlic cloves, very thinly sliced', '1/3 cup olive oil', '2/3 cup panko (Japanese coarse bread crumbs)', '1/4 teaspoon black pepper', '1/4 teaspoon salt', '1/2 teaspoon finely grated fresh lemonzest']","['Step 1', 'Put 1 inch of water in a 5-quart wide heavy pot, then put a steamer basket inside pot and bring water to a boil. Add broccoli and steam, covered, until just tender, 8 to 10 minutes.', 'Step 2', 'Meanwhile, cook garlic in oil in a 12-inch heavy skillet over moderately low heat, stirring occasionally, until pale golden, about 5 minutes. Stir in panko, pepper, and salt, then increase heat to moderate and cook, stirring occasionally, until crumbs are golden, about 3 minutes. Remove from heat and stir in zest.', 'Step 3', 'Transfer broccoli with tongs to crumb mixture in skillet and toss to coat.']"
5521,Rustic Nut Bars,"['Makes 64 bars', 'For crust', '2 1/3 cups all-purpose flour', '1/2 cup sugar', '1/2 teaspoon baking powder', '1/2 teaspoon salt', '1 1/2 sticks (3/4 cup) cold unsalted butter, cut into pieces', '1 large egg, lightly beaten', 'For topping', '1 cup whole almonds with skins (3 oz)', '1 cup hazelnuts (4 oz)', '2/3 cup mild honey', '1/2 cup packed light brown sugar', '1/4 teaspoon salt', '3/4 stick (6 tablespoons) cold unsalted butter, cut into pieces', '2 tablespoons heavy cream', '1 cup salted roasted cashews (6 oz)', '1 cup salted roasted shelled pistachios (5 oz)', 'Special Equipment', 'a pastry or bench scraper']","['Make crust:', 'Step 1', 'Put oven rack in middle position and preheat oven to 375°F. Butter a 13- by 9-inch baking pan (2 inches deep) and line with 2 crisscrossed sheets of foil, leaving a 2-inch overhang on all sides. Butter foil.', 'Step 2', 'Whisk together flour, sugar, baking powder, and salt, then blend in butter with your fingertips or a pastry blender (or pulse in a food processor) until mixture resembles coarse meal with pea-size butter lumps. Add egg and stir with a fork (or pulse) until a ball begins to form.', 'Step 3', 'Turn out dough onto a work surface and divide into 4 portions. With heel of your hand, smear each portion once or twice in a forward motion. Gather dough together with scraper.', 'Step 4', 'Press dough evenly onto bottom (but not up sides) of baking pan and bake until edges are golden and begin to pull away from sides of pan, 15 to 25 minutes. Cool in pan on a rack, about 40 minutes.', 'Make topping:', 'Step 5', 'Reduce oven temperature to 350°F. Toast almonds and hazelnuts on separate sides of a shallow baking pan until fragrant and golden on the inside, 8 to 10 minutes. Rub hazelnuts in a kitchen towel to remove any loose skins (some skins may remain).', 'Step 6', 'Increase oven temperature to 375°F.', 'Step 7', 'Bring honey, brown sugar, and salt to a boil in a 3- to 4-quart heavy saucepan over moderate heat, stirring until sugar is dissolved, then boil, without stirring, 2 minutes. Add butter and cream and boil, stirring, 1 minute. Remove from heat and stir in all nuts until coated.', 'Step 8', 'Spread mixture evenly over crust and bake until topping is caramelized and bubbling, 15 to 25 minutes. Cool completely in pan on a rack. Lift dessert out of pan using foil overhang and cut into 64 bars. Peel bars from foil.']"
5522,Yukon Gold and Sweet Potato Gratin,"['Makes 12 servings', '6 tablespoons (3/4 stick) butter, room temperature, divided', '2 1/4 pounds Yukon Gold potatoes, rinsed', '1 1/2 pounds red-skinned sweet potatoes (yams), peeled', '2 cups whole milk', '1 garlic clove, pressed', '1 tablespoon kosher salt', '2 teaspoons fresh thyme leaves', '1 teaspoon ground black pepper', '1/8 teaspoon ground nutmeg', '1 cup whipping cream']","['Step 1', 'Preheat oven to 400°F. Coat 13x9x2-inch glass baking dish with 2 tablespoons butter. Thinly slice all potatoes; place in prepared dish. Bring milk and next 5 ingredients to boil in medium saucepan; pour over potatoes. Dot with 2 tablespoons butter. Cover with foil. Bake until potatoes are tender and milk is almost absorbed, about 50 minutes.', 'Step 2', 'Bring cream to boil in saucepan. Uncover potatoes, pour cream over, and dot with 2 tablespoons butter. Bake uncovered until top is golden brown in spots, about 25 minutes. Cool slightly.']"
5523,Watermelon and Cucumber Gazpacho,"['Makes 4 servings', '1 3-pound seedless watermelon, diced (about 5 cups), divided', '1 small cucumber, peeled, seeded, diced (about 1 cup)', '1 medium-size red bell pepper, seeded, diced (about 1 cup)', '1 medium-size yellow bell pepper, seeded, diced (about 1 cup)', '1 small jalapeño chile, seeded, minced', '3 pale green inner celery stalks, diced (about 1/2 cup)', '1/2 small red onion, diced (about 1 cup)', '1/4 cup finely chopped fresh mint', '3 tablespoons fresh lime juice', '2 tablespoons red wine vinegar', '1/4 teaspoon salt', '1/2 cup crème fraîche or sour cream']","['Step 1', 'Puree 4 cups watermelon in blender until smooth. Transfer puree to large bowl. Add remaining 1 cup diced watermelon and next 10 ingredients; stir to combine. Cover gazpacho and refrigerate until cold, at least 1 hour and up to 4 hours.', 'Step 2', 'Divide gazpacho among bowls; top with dollop of crème fraîche.']"
5524,Chicken Stir-Fry with Peanut Sauce Over Rice,"['Makes 2 servings', 'Stir-fry', 'Vegetable-oil cooking spray', '6 oz boneless, skinless chicken breast, sliced', '1 tsp sesame oil', '2 cloves garlic, minced', '1 tsp minced fresh ginger', '3 1/2 cups of your favorite vegetables, chopped', 'Peanut sauce', '1 1/2 tbsp peanut butter', '1 tsp low-sodium soy sauce', '1 tbsp rice vinegar', 'Hot chile sauce (to taste)']","['Step 1', 'Coat a nonstick pan with cooking spray; sauté chicken over medium-high heat until cooked through. Remove from pan. Add oil and sauté garlic and ginger until garlic is golden. Add vegetables; cook until tender. Return chicken to pan; stir-fry 3 minutes.', 'Step 2', 'For the sauce, whisk 1 1/2 tbsp hot (not boiling) tap water into peanut butter to blend. Add soy sauce, vinegar, and hot sauce and mix. Divide stir-fry and sauce onto 2 plates. Serve each over 3/4 cup brown rice.']"
5525,"Veal Roasted with Shallots, Fennel and Vin Santo","['Makes 6 to 8 servings', '1 tablespoon coarse kosher salt', '1 tablespoon dried thyme', '1/2 teaspoon ground white pepper', '4 tablespoons olive oil, divided', '1 3 1/4-pound boneless veal shoulder roast', '2 pounds shallots, thinly sliced', '7 1/2 cups thinly sliced fresh fennel (from 3 large bulbs)', '1 500-ml bottle Vin Santo', '1 tablespoon chopped fresh thyme']","['Step 1', 'Preheat oven to 375°F. Mix salt, dried thyme, and white pepper in small bowl. Rub 1 tablespoon oil over roast. Rub salt mixture over roast. Heat 2 tablespoons olive oil in heavy large pot over medium-high heat. Add meat and cook until golden brown on all sides, about 5 minutes. Transfer roast to plate.', 'Step 2', 'Add remaining 1 tablespoon oil, shallots, and fennel to same pot. Sauté until vegetables are golden brown, stirring frequently and scraping up browned bits, about 12 minutes. Add Vin Santo; boil 3 minutes. Return veal to pot, nestling into vegetables, and top with some of vegetables. Cover; roast until instant-read thermometer inserted into center of veal registers 165°F, about 1 hour 15 minutes.', 'Step 3', 'Transfer veal to platter. Mix fresh thyme into vegetables. Season cooking liquid with salt and pepper. Spoon vegetables and cooking liquid around roast.']"
5526,Acini de Pepe with Spinach and Feta,"['Makes 6 side-dish servings', '1/2 lb acini di pepe or orzo (1 1/4 cups)', '2 tablespoons olive oil', '2 tablespoons unsalted butter', '3 garlic cloves, minced (1 tablespoon)', '1/4 teaspoon dried hot red pepper flakes', '3 scallions, chopped', '1 (10-oz) package chopped frozen spinach, thawed and squeezed dry', '1/2 cup crumbled feta (3 oz; preferably French)', 'Accompaniment: lemon wedges']","['Step 1', 'Cook pasta in a 4- to 6-quart pot of boiling salted water , uncovered, stirring occasionally, until al dente, then drain well in a coarse-mesh sieve. Transfer to a bowl and keep warm, covered.', 'Step 2', 'Meanwhile, heat oil and butter in a 12-inch heavy skillet over moderately high heat until hot but not smoking, then sauté garlic, red pepper flakes, and scallions, stirring occasionally, until garlic is golden, about 2 minutes. Add spinach and cook, stirring, until heated through, about 4 minutes.', 'Step 3', 'Toss pasta with spinach mixture and feta until combined. Season with salt and pepper.']"
5527,Meyer Lemon and Vanilla Bean Marmalade,"['Makes about 4 1/2 cups', '1 1/4 pounds Meyer lemons', '5 cups water', '5 1/2 cups (about) sugar', '1 vanilla bean, split lengthwise', 'Pinch of salt']","['Step 1', 'Working on large plate to catch juice, cut lemons in half lengthwise, then very thinly crosswise. Discard seeds. Pack enough lemons and any juice to measure 2 1/2 cups. Transfer to large nonreactive pot. Add 5 cups water; bring to boil. Reduce heat to medium; simmer 10 minutes. Remove from heat; let stand uncovered overnight.', 'Step 2', 'Measure lemon mixture (there should be about 5 1/2 cups). Return to same pot. Add equal amount of sugar (about 5 1/2 cups). Scrape in seeds from vanilla bean; add bean. Add pinch of salt. Bring to boil, stirring until sugar dissolves. Attach clip-on candy thermometer. Maintaining active boil and adjusting heat to prevent boiling over, cook until temperature reaches 230°F, stirring occasionally, about 30 minutes. Cool to room temperature. Transfer to jars. Cover and chill. (Can be made 2 weeks ahead. Keep refrigerated. Bring to room temperature before serving.)']"
5528,Spanish Olive and Cream Cheese Canapes,"[""Makes 40 hors d'oeuvres"", '10 slices firm white sandwich bread', '1 1/2 tablespoons unsalted butter, melted', '1 oz Parmigiano-Reggiano', '6 oz cream cheese, softened (3/4 cup)', '1/3 cup pimiento-stuffed green Spanish olives (3 oz), rinsed, drained, and finely chopped', '1/4 cup finely chopped scallion', '1/4 cup finely chopped red bell pepper', '1/4 teaspoon sweet paprika', '2 teaspoons medium-dry Sherry', 'Special Equipment', 'a 1 1/2-inch round cookie cutter; a Microplane rasp']","['Step 1', 'Put oven rack in middle position and preheat oven to 375°F.', 'Step 2', 'Cut 40 rounds from bread slices with cutter, then brush 1 side of each round with butter and bake on a large baking sheet until pale golden, about 8 minutes. (Leave toasts on baking sheet.)', 'Step 3', 'Preheat broiler.', 'Step 4', 'Finely grate Parmigiano-Reggiano using rasp (you will have about 1 cup). Mash together cream cheese, olives, scallion, bell pepper, paprika, and Sherry until combined well, then top each toast with 1 teaspoon cream cheese mixture and sprinkle with Parmigiano-Reggiano. Broil canapés about 4 inches from heat until Parmigiano-Reggiano begins to turn golden, about 1 minute.']"
5529,Cheesesteak Sandwiches,"['Makes 4 main-course servings', '3 medium onions, thinly sliced (3 cups)', '1/2 stick (1/4 cup) unsalted butter', '10 oz mushrooms, thinly sliced (4 cups)', '1 1/2 lb sliced rare roast beef, cut into 1-inch pieces (5 cups) and pieces separated', '1/4 cup water', '4 (6-inch-long) sections soft Italian bread', '1/2 lb sliced provolone or mild Cheddar']","['Step 1', 'Preheat broiler.', 'Step 2', 'Cook onions in butter in a 12-inch heavy skillet over moderately high heat, stirring occasionally, until pale golden, about 5 to 7 minutes. Add mushrooms and cook, stirring occasionally, until mushrooms are golden, 5 to 7 minutes. Stir in beef, water, and salt and pepper to taste and cook, stirring, until heated through, about 1 minute.', 'Step 3', 'Halve bread horizontally without cutting all the way through and open cut sides, then put bread in a shallow baking pan. Divide beef mixture evenly among bread and top with cheese. Broil 6 inches from heat until cheese is melted, 1 to 2 minutes.']"
5530,Cold Sesame Noodles,"['Serves 4 as a main dish and 8 as a first course', '2 tablespoons smooth peanut butter', '2 1/2 tablespoons Asian (toasted) sesame oil', '1 1/2 tablespoons soy sauce', '1/4 cup water', '2 teaspoons minced garlic', '2 teaspoons minced peeled fresh ginger', '2 teaspoons rice vinegar', '1 teaspoon sugar', '1/4 teaspoon Asian chili paste* or dried hot red pepper flakes', '3/4 pound fresh* or dried* Asian egg noodles or spaghetti', '3 tablespoons minced scallion', '*available at some Asian markets']","['In a blender blend together the peanut butter, 2 tablespoons of the sesame oil, the soy sauce, the water, the garlic, the gingerroot, the vinegar, the sugar, the chili paste, and a pinch of salt. In a kettle of salted boiling water cook the noodles until they are al dente, drain them in a colander, and rinse them well under cold water. Drain the noodles well, in a bowl toss them with the remaining 1/2 tablespoon sesame oil, and mound them on a platter. Drizzle the noodles with the sesame mixture and sprinkle them with the scallion.']"
5531,Chicken Breasts with Leeks and Mushrooms,"['Serves 2', '1/4 cup flour', '1/4 teaspoon paprika', '1 whole boneless chicken breast with skin (about 3/4 pound), halved', '1 tablespoon olive oil', 'the white part of 2 medium leeks, sliced, washed well, and patted dry', '6 mushrooms, sliced', '1/4 cup dry red wine', '1/4 cup chicken broth', '1/2 teaspoon dried thyme, crumbled', '8 Kalamata or other brine-cured black olives, pitted and chopped', '1 teaspoon drained bottled capers, chopped', 'fresh lemon juice to taste']","['In a shallow bowl stir together the flour, the paprika, and salt and pepper to taste and dredge the chicken breasts in the flour mixture, shaking off the excess. In a heavy (preferably cast-iron) skillet heat the oil over moderately high heat until it is hot but not smoking and in it sauté the chicken, turning it once, until it is golden brown. Reduce the heat to moderately low and stir in the leeks, the mushrooms, the wine, the broth, and the thyme. Cook the mixture, covered partially, for 25 to 30 minutes, or until the chicken is cooked through, and transfer the chicken to a platter. To the skillet add the olives, the capers, and the lemon juice and cook the mixture, stirring, for 1 minute. Serve the chicken topped with the leek mixture.']"
5532,"Brussels Sprouts with Garlic, Pecans and Basil","['Serves 6 to 8', '1 1/2 pounds small brussels sprouts, trimmed', '3/4 cup whipping cream', '5 large garlic cloves, chopped', '3/4 cup pecans, toasted', '3/4 cup (packed) fresh basil leaves', '1 1/2 teaspoons grated lemon peel', 'Fresh basil sprigs (optional)', 'Lemon wedges (optional)']","['Step 1', 'Combine brussels sprouts, cream and garlic in heavy large skillet. Bring to boil over medium-low heat. Cover skillet tightly and cook until brussels sprouts are crisp-tender but still bright green and almost all cream is absorbed, about 10 minutes.', 'Step 2', 'Meanwhile, finely grind pecans with basil leaves and lemon peel in processor. Add pecan mixture to skillet. Toss until brussels sprouts are coated. Season with salt and pepper. Transfer to serving bowl. Garnish with basil sprigs and lemon wedges, if desired, and serve.']"
5533,Trio of Roasted Potatoes,"['Serves 10', '6 tablespoons olive oil', '3 1/2 pounds russet potatoes, peeled, cut into 3/4-inch pieces (about 8 cups)', '2 pounds yams (red-skinned sweet potatoes), peeled, cut into 3/4-inch pieces (about 4 cups)', '2 pounds tan-skinned sweet potatoes, peeled, cut into 3/4-inch pieces (about 4 cups)', '1/4 cup fat drippings from turkey or 1/4 cup olive oil', '1/4 cup finely chopped fresh mixed herbs (such as thyme, marjoram and sage)', '3 tablespoons minced garlic']","['Step 1', 'Position racks in bottom third and top third of oven and preheat to 400°F. Brush each of 2 heavy large rimmed baking sheets with 1 tablespoon olive oil. Place remaining 4 tablespoons olive oil in very large bowl. Add all remaining ingredients and toss to coat well. Sprinkle generously with salt and pepper. Divide potato mixture between prepared baking sheets.', 'Step 2', 'Roast potatoes 45 minutes, stirring occasionally. Reverse position of sheets and continue to roast until potatoes are golden brown and tender, stirring occasionally, about 30 minutes longer. Transfer potatoes to bowl and serve.']"
5534,Strawberry Lemon Bavarian Cake,[],"['Make the shortbread:', 'Step 1', 'In a bowl cream together the butter, the sugar, and the vanilla, add the flour,the baking powder,and the salt, and stir the mixture until it forms a dough. Spread the dough evenly in the bottom of a 10-inch springform pan and bake it in the middle of a preheated 350°F. oven for 20 to 25 minutes, or until it is golden. Let the shortbread cool and chill it in the pan for 15 minutes.', 'Make the Bavarian:', 'Step 2', 'In a small saucepan stir together the lemon juice, the sugar, the liqueur, and 2 tablespoons water, sprinkle the gelatin over the mixture, and let it soften for 1 minute. Heat the mixture over moderately low heat, stirring, until the sugar and the gelatin are dissolved, set the pan in a bowl of cold water (do not add ice), and stir the mixture until it is just cool but still liquid. In a chilled large bowl with an electric mixer beat the cream until it holds soft peaks, with the motor running add the lemon mixture, beating until the mixture is just combined, and fold in the diced strawberries gently but thoroughly.', 'Step 3', 'Pour the Bavarian into the springform pan and chill it, covered, for 4 hours, or until it is set. The cake may be made 1 day in advance and kept covered and chilled. Remove the side of the pan, transfer the cake to a plate, and garnish the top and side with the halved strawberries.']"
5535,Chipotle Corn Bread,"['Makes 1 loaf', '1 cup yellow cornmeal', '1 cup all purpose flour', '1/4 cup sugar', '2 teaspoons baking powder', '1 teaspoon baking soda', '1 teaspoon salt', '1 cup grated Monterey Jack cheese', '1 cup buttermilk', '3 large eggs', '6 tablespoons unsalted butter, melted, cooled', '2 tablespoons minced seeded canned chipotle chilies']","['Preheat oven to 375°F. Butter 9 x 5 x 2 1/2-inch metal loaf pan. Mix first 6 ingredients in large bowl. Stir in cheese. Whisk buttermilk, eggs, melted butter and chipotles in medium bowl. Add buttermilk mixture to dry ingredients; stir until blended. Spoon batter into prepared pan. Bake bread until tester inserted into center comes out clean, about 35 minutes. Cool in pan on rack 15 minutes. Turn bread out onto rack; cool completely.']"
5536,Best Cranberry Relish,[],"['Combine ingredients in a saucepan. Cook over medium heat until the berries pop open (about 10 minutes). Skim the foam off the surface with a metal spoon and discard. Cool to room temperature. Refrigerate, covered, for up to 3 months.']"
