,recipe_name,ingredients,steps,servings
44,Limoncello Lemon Tart,"['150g unsalted butter', '100g icing sugar', '2 egg yolks', '1 vanilla pod', 'Zest of 2 unwaxed lemons', 'A splash of cold milk', '250g plain flour', '3 eggs', '150g caster sugar', 'Juice of 2 unwaxed lemons', '300ml double cream', '1 tbsp liquid glucose', '3 egg whites', '3 tbsp limoncello']","['For the tart shell, rub 150g unsalted butter into 250g plain flour until it resembles breadcrumbs. Stir in 100g icing sugar.', 'Add 2 egg yolks, the seeds scraped from 1 vanilla pod, and zest of 1 lemon. Mix until it forms a dough, adding a splash of milk if necessary.', 'Knead briefly, shape into a disc, wrap in cling film and chill for 30 minutes.', 'Preheat the oven to 180°C (350°F). Roll out the chilled dough and line a 9-inch tart tin. Prick the base with a fork, line with baking parchment and fill with baking beans.', 'Bake for 15 minutes, remove the beans and parchment, and bake for another 10 minutes or until golden. Set aside to cool.', 'For the lemon filling, whisk 3 whole eggs with 150g caster sugar until pale. Add the juice of 2 lemons, 3 tbsp limoncello, and 300ml double cream. Mix well.', 'Pour the lemon filling into the cooled tart shell and bake for 30-35 minutes or until set with a slight wobble in the center. Allow to cool completely.', 'For the Italian meringue topping, whisk 3 egg whites and a pinch of salt until soft peaks form. Gradually add 2 tbsp caster sugar and continue beating until stiff peaks form.', 'In a small saucepan, heat 100g caster sugar with 1 tbsp liquid glucose and 4 tbsp water, stirring until sugar dissolves. Increase the heat and cook without stirring until a candy thermometer reads 118°C (soft-ball stage).', 'While whisking the egg whites on low speed, slowly add the hot sugar syrup in a thin stream. Increase the speed and whisk until glossy and cool.', 'Preheat the grill to high. Spread or pipe the Italian meringue over the cooled tart. Sprinkle with lemon zest and place under the grill until the meringue is lightly golden.', 'Chill the tart in the refrigerator for at least 1 hour before serving to set the meringue completely.']",
45,Mediterranean Tuna and Bean Salad,"['1 large carrot', '1 red pepper', '1 cup sugar snap peas', '1 can (15 oz) cannellini or butter beans, drained and rinsed', '2 cups salad leaves', 'Your favourite dressing', '1 can (5 oz) tuna, drained']","['Wash and peel the carrot, then use a vegetable peeler or knife to shave it into ribbons or dice it into small bite-sized pieces.', 'Cut the red pepper in half, remove the seeds and stems, and slice it into thin strips or dice it as preferred.', 'Trim the ends off the sugar snap peas and cut them in half crosswise.', 'Place a large bowl on the counter. Add the prepared carrot, red pepper, and sugar snap peas to the bowl.', 'Open the can of beans, and place them in a colander to rinse under cold water. Shake off excess water and add the beans to the salad bowl.', 'Add the salad leaves to the bowl with the rest of the vegetables. Toss everything together to mix.', 'Flake the tuna with a fork and scatter it over the top of the salad.', 'Drizzle your favourite dressing over the salad to taste. You can also season with salt, pepper, and other basic spices as you like.', 'Toss the salad gently until all the ingredients are well coated with the dressing and the tuna is mixed through.', 'Serve immediately as a refreshing and wholesome meal.']",
46,Spicy Chorizo and Goat Cheese Rocket Rolls,"['olive oil', 'red chilli', 'rolls', 'sliced chorizo', 'rocket', ""goat's cheese""]","['Preheat your oven to 180 degrees Celsius (350 degrees Fahrenheit)', 'Slice the rolls in half but do not cut all the way through - they should still be attached on one side.', 'Drizzle olive oil over the inside of each roll ensuring it is lightly but fully coated.', 'Finely chop the red chilli, removing seeds if less heat is desired, and sprinkle the pieces evenly among the rolls.', 'Layer sliced chorizo on the inside of each roll, covering both sides.', 'Add a generous amount of rocket on top of the chorizo.', ""Crumble goat's cheese and distribute it across the rocket layer."", 'Gently close the rolls and wrapped them individually in aluminum foil.', ""Place the wrapped rolls in the oven and bake for about 10 minutes or until the rolls are crispy and the goat's cheese has started to melt."", 'Carefully remove the rolls from the foil and serve immediately while hot and crispy.']",
47,Lemon-Ginger Biscuit Crumble,"['100g butter', '200g plain flour', '1 tsp ground ginger', '100g golden caster sugar', '1 egg yolk', '2 tbsp golden syrup', 'Zest of 1 lemon', 'Juice of 1/2 lemon', '50g white breadcrumbs', 'Pinch of salt']","['Preheat your oven to 180 degrees Celsius.', 'In a bowl, combine the plain flour, ground ginger, and a pinch of salt.', 'Rub in the 100g of butter until the mixture looks like fine breadcrumbs.', 'Stir in the lemon zest and the 100g golden caster sugar into the flour mixture.', 'In a separate bowl, mix the egg yolk and golden syrup until well combined.', 'Add the egg and syrup mixture to the flour mixture and combine to form a stiff dough.', 'Roll out the dough on a lightly floured surface to about 5mm thickness and use a cookie cutter to cut into shapes.', 'Place the cut-out biscuits on a baking tray lined with parchment paper and bake for 10-12 minutes or until golden brown.', 'Allow the biscuits to cool on the tray for a few minutes before transferring them to a wire rack to cool completely.', 'In a pan over a low heat, mix breadcrumbs with the juice of half a lemon and cook gently until the breadcrumbs have absorbed the liquid and turned golden.', 'Crumble the lemony breadcrumbs over the biscuits just before serving.']",
48,Spiced Apple Yogurt Cake,"['1 tsp ground cinnamon', '1/2 tsp ground nutmeg', '200g demerara sugar', '150g soft butter', '1 eating apple, peeled and diced', '75g raisins', '225g self-raising flour', 'Pinch of salt', '1/2 tsp baking powder', '50g cold butter (for streusel)', '75g golden caster sugar', '120g natural full-fat yogurt', '2 tbsp full-fat milk', '1 tsp vanilla extract', '2 large eggs']","['Preheat your oven to 180°C (fan 160°C, gas mark 4). Grease and line a 20cm round cake tin with parchment paper.', 'For the streusel topping, rub together 50g cold butter, 50g demerara sugar, 1/2 tsp cinnamon, and 50g self-raising flour until it resembles breadcrumbs. Set aside.', ""In a large bowl, cream together 150g soft butter with 150g golden caster sugar until it's light and fluffy."", 'Add 2 large eggs, one at a time, to the butter-sugar mixture, beating well after each addition.', 'Fold in 175g self-raising flour, 1/2 tsp baking powder, 1 tsp cinnamon, 1/2 tsp nutmeg, and a pinch of salt into the mixture.', 'Stir in 120g natural full-fat yogurt and 2 tbsp full-fat milk until you have a smooth batter.', 'Fold in the diced eating apple and 75g raisins into the cake batter until evenly distributed.', 'Pour the batter into your prepared cake tin, smoothing out the top with a spatula.', 'Sprinkle the streusel topping evenly over the top of the cake batter.', 'Bake in the preheated oven for 45-50 minutes or until a skewer inserted into the center of the cake comes out clean.', 'Allow the cake to cool in the tin for 10 minutes, then turn out onto a wire rack to cool completely.', 'Serve slices of this spiced apple yogurt cake with a dollop of natural yogurt, if desired.']",
49,Hearty Bean and Bacon Potato Soup,"['1 onion', '1 celery stick', '2 tablespoons vegetable oil', '4 slices bacon', '1 garlic clove', '200g chopped tomatoes', '2 tablespoons tomato purée', '1 teaspoon treacle', '1 tablespoon brown sugar', '2 tablespoons malt vinegar', '400g haricot beans, drained and rinsed', '3 large potatoes', '500ml milk', '100g cream cheese', 'Salt to taste', 'Pepper to taste']","['1. Dice the onion and celery stick into small pieces.', '2. Heat the vegetable oil in a large pot over medium heat and add the diced bacon. Cook until the bacon is crispy.', '3. Add the diced onion and celery to the pot with the bacon. Cook until the vegetables are soft, stirring occasionally.', '4. Mince the garlic clove, and then add it to the pot, cooking for another minute until fragrant.', '5. Stir in the chopped tomatoes and tomato purée. Cook for about 5 minutes until the tomatoes start breaking down.', '6. Add the treacle, brown sugar, and malt vinegar to the pot, creating a flavorful mixture. Season the mixture with salt and pepper.', '7. Add the rinsed haricot beans to the pot and stir to combine everything.', '8. Peel and dice the potatoes into bite-sized pieces and add them to the pot. Pour in the milk and bring the soup to a simmer. Reduce the heat to low and let it simmer for 20 minutes, or until the potatoes are tender.', '9. Once the potatoes are cooked, add the cream cheese to the pot, stirring until it is completely melted and incorporated into the soup.', '10. Taste and adjust the seasoning with additional salt and pepper if needed. Serve the soup hot.']",
50,Sausage Naan Pockets with Balsamic-Glazed Onions,"['Pork and chilli sausages', 'Red onions', 'Brown sugar', 'Balsamic vinegar', 'Garlic and coriander naan bread', 'Feta cheese', 'Coriander leaves', 'Salt', 'Oil']","['Preheat your grill to a medium-high heat and cook the pork and chilli sausages until browned and cooked through, turning occasionally.', 'While the sausages are grilling, peel and thinly slice the red onions. In a pan over medium heat, add a tablespoon of oil and the red onions. Cook until the onions begin to soften.', 'Sprinkle about 2 tablespoons of brown sugar over the onions and stir until the sugar dissolves. Add a dash of balsamic vinegar to the pan and continue to cook the onions until they are caramelized and the vinegar has reduced, forming a thick glaze.', 'Warm the garlic and coriander naan breads in the oven or on a separate part of the grill, just until they are hot and slightly crispy.', 'Once the sausages are done, slice them into pieces that will fit onto the naan bread.', 'Crumble feta cheese into small chunks, and roughly chop a handful of coriander leaves.', 'Assemble the naan pockets by placing a few sausage pieces onto each naan, spooning some of the balsamic-glazed onions on top. Sprinkle the crumbled feta cheese and coriander leaves over the sausages and onions.', 'Fold the naan bread over the sausage mixture, and serve the pockets while warm.']",
51,Zesty Pork & Rice Noodle Salad,"['thin rice noodles', 'lean minced pork', 'spring onions', 'carrots', 'soy sauce', 'caster sugar', 'rice vinegar', 'lime', 'mint leaves', 'coriander leaves', 'salt', 'oil']","['Cook the thin rice noodles according to the package instructions, then drain and rinse under cold water to stop the cooking process. Set aside.', 'In a pan, heat a tablespoon of oil over medium-high heat. Add the lean minced pork, season with a pinch of salt, and cook until browned and cooked through. Break the pork into small pieces as it cooks.', 'While the pork is cooking, slice the spring onions and julienne the carrots. Set aside.', 'In a bowl, create a dressing by combining 2 tablespoons of soy sauce, 1 tablespoon of rice vinegar, the juice of one lime, a teaspoon of caster sugar, and a dash of salt. Stir until the sugar is dissolved.', 'Chop a handful of mint leaves and coriander leaves, and add them to the dressing. Mix well.', 'In a large mixing bowl, combine the cooked pork, rice noodles, spring onions, and carrots. Pour the dressing over the top and toss until everything is evenly coated.', 'Serve the noodle salad garnished with additional mint and coriander leaves. Enjoy this refreshing and zesty dish!']",
52,Mustard-Infused Sausage and Apple Bites with Savory Pancake,"['Sunflower oil', 'Reduced fat sausages', 'Plain flour', 'Skimmed milk', 'Wholegrain mustard', 'Egg', 'Apple', 'Salt', 'Sugar (optional)', 'Basic spices (such as black pepper)']","['Begin by preheating your skillet over medium heat.', 'Slice the reduced fat sausages into bite-sized pieces and add them to the skillet with a tablespoon of sunflower oil. Brown the sausages until they are fully cooked. Once done, remove from the skillet and set aside.', 'In the same skillet, add thin slices of apple. Cook until they are slightly soft and have a golden color. Set them aside with the sausages.', 'In a mixing bowl, crack the egg and add a pinch of salt. Whisk until the egg is fully beaten.', 'Gradually incorporate half a cup of plain flour and around a cup of skimmed milk into the egg mixture. Continue to whisk until the batter is smooth.', 'Stir a teaspoon of wholegrain mustard into the pancake batter for added flavor, and add a pinch of black pepper according to your taste.', 'Heat a teaspoon of sunflower oil in a non-stick frying pan over medium heat.', 'Pour a small amount of the pancake batter into the pan, tilting the pan to spread the batter thinly and evenly. Cook the pancake until bubbles form on the surface, then flip it and cook the other side until golden brown.', 'Place the cooked pancakes on a plate, add the sausage and apple slices on top, and optionally drizzle a small amount of wholegrain mustard over the top for extra flavor.', 'Serve the mustard-infused sausage and apple bites while warm, and enjoy!']",
53,Blackberry and Apple Cloud Cake,"['150g butter, softened', '200g golden caster sugar', '3 eggs', '1 egg white', '200g plain flour', ""1 tsp baking powder (assume part of 'some basic spices')"", '1/4 tsp salt (assumed to be available)', '100ml full-fat milk', '2 apples, peeled and thinly sliced', '150g blackberries', '1 tbsp sunflower oil (for greasing)']","['Preheat your oven to 180°C (160°C fan-assisted) or Gas Mark 4 and grease a 23cm round cake tin with sunflower oil.', 'In a large mixing bowl, cream together 150g softened butter and 200g golden caster sugar until light and fluffy.', 'Beat in the 3 whole eggs, one at a time, ensuring each is well incorporated before adding the next.', 'In a separate bowl, whisk 1 egg white until stiff peaks form.', 'Sift 200g plain flour into the butter and sugar mixture, and add 1 tsp of baking powder and 1/4 tsp of salt. Fold gently to combine.', 'Gradually stir in 100ml of full-fat milk to the batter until the mixture is smooth.', 'Fold in the whisked egg white gently with a spatula to keep the air in the mixture.', 'Pour half of the batter into the prepared cake tin.', 'Layer the thinly sliced apples and blackberries on top of the batter in the tin.', 'Cover the fruit layer with the remaining batter, smoothing the top with a spatula.', 'Bake in the preheated oven for 40-45 minutes, or until a skewer inserted into the centre of the cake comes out clean.', 'Allow the cake to cool in the tin for 10 minutes before transferring it to a wire rack to cool completely.', 'Serve the Blackberry and Apple Cloud Cake as is, or with a dusting of golden caster sugar on top.']",
54,Creamy Curried Salmon with Spicy Roasted Potatoes,"['potato', 'curry paste', 'Greek yogurt', 'salmon fillets', 'butter', 'dried chilli flakes', 'milk', 'coriander leaves', 'tomatoes', 'salt', 'oil']","['Preheat your oven to 400°F (200°C).', 'Wash the potatoes and cut them into chunks. Toss with oil, salt, and dried chilli flakes until evenly coated. Spread the potatoes on a baking sheet and roast for 25-30 minutes, until crispy and golden.', 'While the potatoes are roasting, season the salmon fillets with salt. Heat a pan over medium-high heat, add a bit of oil, and sear the salmon on each side for about 3-4 minutes or until cooked to your liking.', 'For the curry sauce, combine Greek yogurt, curry paste, and a splash of milk in a bowl to create a creamy sauce. Adjust the seasoning with salt, if necessary.', 'In the same pan used for the salmon, reduce the heat to low and add the curry sauce, gently warming it through but not boiling.', 'Once the sauce is warm, return the salmon fillets to the pan, spooning sauce over them to coat well.', 'Chop the tomatoes and coriander leaves finely, and stir into the sauce to incorporate, heating for an additional minute or two.', 'Serve the curried salmon with a dollop of the sauce on top, surrounded by the spicy roasted potatoes. Garnish with fresh coriander leaves.']",
55,Herb-Infused Beetroot & Potato Salad with Horseradish Cream Dressing,"['soured cream', 'Greek yogurt', 'creamed horseradish', 'potatoes', 'chives', 'ham', 'herb salad', 'cooked beetroot', 'salt', 'pepper', 'olive oil']","['Begin by washing and boiling the potatoes until they are cooked through but still firm. Once done, allow them to cool and then chop them into bite-sized pieces.', 'While the potatoes are cooling, chop the cooked beetroot into similar bite-sized pieces.', 'Cut the ham into strips or cube it, depending on your preference.', 'Finely chop the chives and set aside a few for garnishing later on.', 'In a bowl, mix the soured cream, Greek yogurt, and creamed horseradish together. Add salt, pepper, and a drizzle of olive oil to taste, creating a smooth and spicy horseradish cream dressing.', 'In a large salad bowl, gently toss the chopped potatoes, beetroot, and ham together.', 'Add the herb salad mix to the bowl. You may choose to leave larger leaves whole for a rustic look or chop them for a more uniform appearance.', 'Drizzle the horseradish cream dressing over the salad and toss everything together ensuring all ingredients are well coated.', 'Garnish with the reserved chives, adjusting seasoning with salt and pepper if necessary.', 'Serve the Herb-Infused Beetroot & Potato Salad with Horseradish Cream Dressing as an appetizing starter or as a refreshing side dish to a main course.']",
56,Spicy Oriental Prawn Noodle Stir-Fry,"['dried rice vermicelli', 'Straight to Wok rice noodles', 'sunflower oil', 'ginger', 'hot curry powder', 'Chinese cabbage', 'carrot', 'chicken stock', 'brown sugar', 'vinegar', 'prawns', 'beansprouts', 'spring onions', 'Oriental chilli oil', 'shrimp paste', 'soy sauce', 'salt', 'sugar']","['Soak the dried rice vermicelli in hot water for 10 minutes, then drain and set aside.', 'Julienne the ginger and cut the Chinese cabbage and carrot into thin strips. Slice the spring onions.', 'Heat sunflower oil in a large wok over medium-high heat. Add the shrimp paste, a teaspoon of ginger, and a tablespoon of hot curry powder, frying for 30 seconds until aromatic.', 'Turn the heat up to high, add prawns to the wok, and stir-fry until they start to turn pink.', 'Add the Chinese cabbage, and carrot, and stir-fry for 2-3 minutes until they begin to soften.', 'Pour in a splash of vinegar and a half cup of chicken stock along with a tablespoon of brown sugar and two tablespoons of soy sauce to create the sauce. Stir well to combine.', 'Add the soaked and drained rice vermicelli along with the Straight to Wok rice noodles to the wok, ensuring they separate and soak up the sauce.', 'Stir in beansprouts and cook for another minute.', 'Season the stir-fry with a bit of salt and sugar to taste. Drizzle with Oriental chilli oil for extra heat.', 'Garnish with the spring onions and serve hot, offering additional soy sauce and chilli oil on the side for those who desire an extra kick.']",
57,Sherry-Spiced Fruit Loaf with Vanilla Custard,"['1 cup mixed dried fruit', '1/2 cup raisins', '1/2 cup currants', '1/2 cup sultanas', '1/2 cup sherry', '3/4 cup butter, softened', '1 cup caster sugar', '4 eggs', '2 cups self-raising flour', '1 tsp baking powder', '2 tsp mixed spice', 'Zest of 1 orange', 'Zest of 2 clementines', '2 tbsp sloe gin', '1/2 cup apricot jam', '1 cup vanilla custard']","['Preheat your oven to 170°C (340°F). Grease and line a loaf tin with baking paper.', 'In a large bowl, soak the mixed dried fruit, raisins, currants, and sultanas in sherry for at least 2 hours, or overnight if time allows.', 'In a separate mixing bowl, cream together the softened butter and caster sugar until light and fluffy.', 'Beat the eggs in one at a time, ensuring each is well incorporated before adding the next.', 'Fold in the self-raising flour, baking powder, and mixed spice into the butter mixture. Mix until just combined to avoid overmixing.', 'Stir in the orange zest, clementine zest, and sloe gin. Add the sherry-soaked fruit mixture and any remaining liquid. Combine gently but thoroughly.', 'Pour the cake batter into the prepared loaf tin and smooth the top with a spatula.', 'Bake in the preheated oven for 60-70 minutes or until a skewer inserted into the center comes out clean.', 'Ten minutes before removing the cake from the oven, gently heat the apricot jam in a small saucepan until it becomes runny.', 'Once the cake is done, remove it from the oven and while still hot, brush the top with the warmed apricot jam to create a glossy, sticky finish.', 'Allow the cake to cool in the tin for 15 minutes, then transfer to a wire rack to cool completely.', 'Serve slices of the fruit loaf with a generous helping of vanilla custard. The custard can be served warm or cold, as preferred.']",
58,Sage-Infused Sausage Puff Twists,"['puff pastry', 'pork sausages', 'sage', 'egg']","['Preheat your oven to 400 degrees Fahrenheit (200 degrees Celsius).', ""On a lightly floured surface, roll out the puff pastry sheet until it's slightly thinner and larger in size."", 'Remove the casing from the pork sausages and mix the sausage meat with chopped fresh sage. If you like, you can add a pinch of salt and some cracked black pepper to taste.', 'Form the sausage meat into a log shape that is slightly shorter in length than the puff pastry width.', 'Place the seasoned sausage meat along the center of the puff pastry sheet.', 'Cut the puff pastry along both sides of the sausage meat into strips about 1 inch wide. You will now have a series of horizontal strips along the sausage meat.', 'Starting from the top, twist each strip of puff pastry over the sausage meat, creating a twist effect. Continue this for all the strips, alternating left and right to create a braid-like appearance.', 'Beat an egg in a small bowl to create an egg wash.', 'Brush the beaten egg over the twisted puff pastry to give it a golden sheen once baked.', 'Carefully transfer the assembled sage-infused sausage puff twist onto a baking tray lined with parchment paper.', 'Bake in the preheated oven for 20 to 25 minutes, or until the puff pastry is golden brown and the sausage meat is fully cooked.', 'Let it cool for a few minutes before slicing and serving.']",
59,Summer Fruit Vanilla Cake,"['2 cups frozen mixed summer fruits', '1 cup caster sugar, plus extra for sprinkling', '1 teaspoon vanilla extract', '3/4 cup full-fat milk', '2 large eggs', '1/2 cup sunflower oil', '2 cups plain flour', '2 teaspoons baking powder', 'Pinch of salt']","['Preheat your oven to 350°F (180°C). Grease and line a 9-inch round cake tin with baking paper.', 'In a large mixing bowl, beat the eggs and 1 cup of caster sugar together until pale and slightly thickened.', 'Slowly add the sunflower oil and the vanilla extract to the egg mixture, whilst continuing to beat.', 'In a separate bowl, sift together the plain flour, baking powder, and a pinch of salt.', 'Alternately fold the dry ingredients and the milk into the egg mixture, starting and ending with the flour mixture.', 'Gently fold in the frozen mixed summer fruits until they are just incorporated, being careful not to overmix and break up the fruits too much.', 'Pour the batter into the prepared cake tin, smoothing the top with a spatula.', 'Bake in the preheated oven for 50-60 minutes, or until a toothpick inserted into the center comes out clean.', 'Once baked, remove the cake from the oven and let it cool in the tin for 10 minutes.', 'Transfer the cake to a wire rack to cool completely.', 'Sprinkle the top of the cake with a little extra caster sugar for a sweet, crunchy topping before serving.']",
60,Classic Mimosa,"['champagne or prosecco', 'orange juice']","['Chill the champagne or prosecco and orange juice beforehand.', 'Pour the chilled champagne or prosecco into a flute glass until it is half full.', 'Top up the glass with chilled orange juice.', 'Stir gently to mix the two liquids, being careful not to over-stir and lose the effervescence of the champagne or prosecco.', 'Serve immediately and enjoy.']",
61,Mediterranean Prawn and Fennel Sauté,"['olive oil', 'red onion', 'fennel bulb', 'cherry tomatoes', 'prawns', 'olives', 'salt', 'basic spices']","['Begin by prepping your ingredients: thinly slice the red onion, slice the fennel bulb into thin strips, halve the cherry tomatoes, pit and slice the olives if not already pitted and sliced, and clean the prawns (if not already done).', 'Heat a generous amount of olive oil in a large sauté pan over medium heat.', 'Add the sliced red onion and fennel bulb to the pan, and cook for about 5-7 minutes or until the vegetables are soft and fragrant, stirring occasionally.', 'Stir in the cherry tomatoes and olives, cooking for another 3-4 minutes until the tomatoes start to soften and release their juice.', 'Season the prawns with salt and a pinch of your preferred basic spices (such as black pepper, paprika, or chili flakes for some heat).', 'Push the vegetables to one side of the pan, and add the prawns to the empty side, allowing them to cook for about 2 minutes on each side or until they turn pink and opaque.', 'Give everything a good stir to combine the flavors, and adjust the seasoning if needed.', 'Once everything is cooked through, remove the pan from the heat.', 'Serve your Mediterranean Prawn and Fennel Sauté hot, straight from the pan, for a flavorful and healthy meal.']",
62,Hearty English Beef Stew with Horseradish Dumplings,"['600g beef shin, cut into chunks', '400g beef neck, cut into chunks', '300g stewing steak, cut into chunks', '3 tablespoons plain flour', '2 tablespoons dripping or lard', '1 tablespoon oil', '8 shallots, peeled and left whole', '500ml beef stock', '150g suet', '1 tablespoon fresh grated horseradish', '200g self-raising flour', 'Salt and pepper to taste']","['Step 1: Preheat your oven to 160°C (320°F). In a large bowl, mix the plain flour with a generous pinch of salt and pepper. Coat the beef shin, neck, and stewing steak pieces in the seasoned flour.', 'Step 2: Heat the dripping or lard along with the oil in a large casserole dish over medium-high heat. Brown the beef in batches until all sides are caramelized, then set aside.', 'Step 3: In the same casserole dish, add the whole shallots and cook until they begin to soften and turn translucent, about 5-7 minutes. Remove the shallots and set them aside with the beef.', 'Step 4: Pour in the beef stock to deglaze the pan, scraping up any brown bits from the bottom. Return the beef and shallots to the pan. Bring to a simmer.', 'Step 5: Cover the casserole dish and transfer it to the preheated oven. Let it cook for 2-3 hours, or until the meat is tender.', 'Step 6: While the stew is cooking, make the dumplings. In a bowl, mix together the suet, self-raising flour, fresh grated horseradish, a pinch of salt, and enough cold water to form a sticky dough. Roll into small balls.', 'Step 7: About 30 minutes before the stew is done, remove the casserole dish from the oven and carefully place the dumplings on top of the stew. Make sure they are spaced apart.', 'Step 8: Return the uncovered casserole dish to the oven and cook for an additional 20-25 minutes, or until the dumplings are golden brown and puffed up.', 'Step 9: Remove the casserole dish from the oven. Check the seasoning of the stew and adjust with salt and pepper if necessary.', 'Step 10: Serve the hearty stew with the horseradish dumplings on top, making sure everyone gets a taste of the tender beef, soft shallots, and flavorful, fluffy dumplings.']",
63,Spicy Beef Meatballs with Tomato Chilli Sauce,"['500g lean minced beef', '1 cup white breadcrumbs', '3 spring onions, finely chopped', '2 garlic cloves, minced', '1 large egg', '1 teaspoon ground cumin', '1 teaspoon Tabasco sauce, or to taste', '1/4 cup chopped coriander leaves', '200g cherry tomatoes, halved', '2 tablespoons chilli sauce', '2 tablespoons vegetable oil', 'Salt to taste']","['In a large mixing bowl, combine the minced beef, breadcrumbs, spring onions, minced garlic, egg, ground cumin, Tabasco sauce, coriander leaves, and a pinch of salt. Mix well until all ingredients are evenly distributed.', 'Shape the beef mixture into evenly sized meatballs, using about 2 tablespoons of mixture per meatball.', 'Heat vegetable oil in a large frying pan over medium heat. Once the oil is hot, add the meatballs. Cook them in batches if necessary, to avoid overcrowding the pan. Brown the meatballs on all sides, which should take about 5-7 minutes. Once browned, remove them from the pan and set aside.', 'In the same frying pan, reduce the heat to medium-low and add the cherry tomatoes. Cook for a couple of minutes until the tomatoes start to soften.', 'Add the chilli sauce to the tomatoes and stir to combine. Allow the sauce to simmer for a further 2-3 minutes, or until it thickens slightly.', 'Return the meatballs to the pan with the tomato chilli sauce, and toss gently to coat. Continue to cook for about 10 minutes, or until the meatballs are fully cooked through.', 'Taste the sauce and adjust the seasoning with salt and more Tabasco sauce if you prefer a spicier taste.', 'Serve the spicy beef meatballs warm, garnished with additional chopped coriander if desired.']",
64,Tropical Coconut Raspberry Custard Tarts,"['Butter', 'Unsweetened desiccated coconut', 'Golden caster sugar', 'Self-raising flour', 'Baking powder', 'Eggs', 'Milk', 'Coconut cream', 'Cornflour', 'Icing sugar', 'Good-quality ready-made custard', 'Malibu (coconut-flavored rum)', 'Lime (zest and juice)', 'Frozen raspberries', 'Raspberry jam', 'Double cream', 'Fresh coconut (shaved for garnish)']","['Preheat your oven to 180°C (350°F). Grease tart tins with butter.', 'Prepare the tart crust by mixing 150g butter, 1 cup of self-raising flour, 1/2 cup of desiccated coconut, 1/3 cup of golden caster sugar, a pinch of salt, and 1 small beaten egg. Combine to form a dough and press into the tart tins. Refrigerate for 15 minutes.', 'Blind bake the tart crusts for 10-15 minutes until lightly golden. Remove from oven and allow to cool.', 'In a mixing bowl, stir together 2 cups of ready-made custard and 2 tablespoons of Malibu for a coconut twist. Add lime zest to taste.', 'In a small saucepan, mix the cornflour with a little milk to form a paste. Add 200ml of coconut cream and 2 tablespoons of icing sugar, heat gently, and whisk until thickened. Then fold this mixture into the custard and Malibu mixture.', 'Spoon the custard mixture into the cooled tart shells and place in the fridge to set for 1 hour.', 'Meanwhile, whip double cream with 1 tablespoon of icing sugar until it forms soft peaks. Fold in 1 tablespoon of lime juice for a hint of citrus.', 'In a separate saucepan, heat the raspberry jam until it is runny. Add the frozen raspberries and cook for 2-3 minutes until the raspberries are just softened.', 'To assemble the tarts, spoon a layer of the raspberry mixture over the set custard.', 'Pipe or dollop the whipped lime cream on top of the raspberry layer. Garnish with shaved fresh coconut and a drizzle of any remaining raspberry mixture.', 'Chill in the fridge for another 30 minutes before serving to allow the layers to set together.']",
65,Tropical Pineapple-Lime Sundae,"['caster sugar', 'vanilla paste', 'lime', 'pineapple', 'vanilla ice cream', 'coconut ice cream', 'salt']","['Gather your ingredients: caster sugar, vanilla paste, lime, pineapple, vanilla ice cream, coconut ice cream, and a pinch of salt.', 'Prepare the caramelized pineapple: Cut the pineapple into small bite-sized chunks. In a non-stick pan, add 2 tablespoons of caster sugar and heat until the sugar melts and begins to caramelize. Add the pineapple chunks and a pinch of salt, and cook until golden and the juices have mostly evaporated. Remove from heat.', 'Make the lime syrup: Zest the lime and squeeze the juice into a small saucepan. Add 2 tablespoons of caster sugar to the lime juice and zest, and cook over a low heat until the sugar dissolves and the mixture thickens into a syrup. Set aside to cool.', 'Combine vanilla paste and ice cream: Soften vanilla ice cream slightly, and swirl in 1 teaspoon of vanilla paste to add an extra layer of vanilla flavor.', 'Build your sundae: In serving glasses or bowls, start with a layer of caramelized pineapple, add a scoop of vanilla ice cream, a scoop of coconut ice cream, and drizzle the lime syrup over the top.', 'Finish and serve: Optionally, you can garnish the sundae with a few thin slices of lime or some extra caramelized pineapple pieces. Serve immediately and enjoy your tropical dessert experience.']",
